VeiligheidsregioCode;VeiligheidsregioNaam;MeldingsdatumGGD;Aantal
VR14;Gooi en Vechtstreek;2020-05-17;0
VR14;Gooi en Vechtstreek;2020-05-18;1
VR14;Gooi en Vechtstreek;2020-05-19;0
VR14;Gooi en Vechtstreek;2020-05-20;0
VR14;Gooi en Vechtstreek;2020-05-21;0
VR14;Gooi en Vechtstreek;2020-05-22;0
VR14;Gooi en Vechtstreek;2020-05-23;0
VR14;Gooi en Vechtstreek;2020-05-24;0
VR14;Gooi en Vechtstreek;2020-05-25;0
VR14;Gooi en Vechtstreek;2020-05-26;0
VR14;Gooi en Vechtstreek;2020-05-27;0
VR14;Gooi en Vechtstreek;2020-05-28;0
VR14;Gooi en Vechtstreek;2020-05-29;0
VR14;Gooi en Vechtstreek;2020-05-30;0
VR14;Gooi en Vechtstreek;2020-05-31;0
VR14;Gooi en Vechtstreek;2020-06-01;0
VR14;Gooi en Vechtstreek;2020-06-02;0
VR14;Gooi en Vechtstreek;2020-06-03;0
VR14;Gooi en Vechtstreek;2020-06-04;0
VR14;Gooi en Vechtstreek;2020-06-05;0
VR14;Gooi en Vechtstreek;2020-06-06;0
VR14;Gooi en Vechtstreek;2020-06-07;0
VR14;Gooi en Vechtstreek;2020-06-08;0
VR14;Gooi en Vechtstreek;2020-06-09;1
VR14;Gooi en Vechtstreek;2020-06-10;0
VR14;Gooi en Vechtstreek;2020-06-11;0
VR14;Gooi en Vechtstreek;2020-06-12;0
VR14;Gooi en Vechtstreek;2020-06-13;0
VR14;Gooi en Vechtstreek;2020-06-14;0
VR14;Gooi en Vechtstreek;2020-06-15;0
VR14;Gooi en Vechtstreek;2020-06-16;0
VR14;Gooi en Vechtstreek;2020-06-17;0
VR14;Gooi en Vechtstreek;2020-06-18;0
VR14;Gooi en Vechtstreek;2020-06-19;0
VR14;Gooi en Vechtstreek;2020-06-20;0
VR14;Gooi en Vechtstreek;2020-06-21;0
VR14;Gooi en Vechtstreek;2020-06-22;0
VR14;Gooi en Vechtstreek;2020-06-23;0
VR14;Gooi en Vechtstreek;2020-06-24;0
VR14;Gooi en Vechtstreek;2020-06-25;0
VR14;Gooi en Vechtstreek;2020-06-26;0
VR14;Gooi en Vechtstreek;2020-06-27;0
VR14;Gooi en Vechtstreek;2020-06-28;0
VR14;Gooi en Vechtstreek;2020-06-29;0
VR14;Gooi en Vechtstreek;2020-06-30;0
VR14;Gooi en Vechtstreek;2020-07-01;0
VR14;Gooi en Vechtstreek;2020-07-02;0
VR14;Gooi en Vechtstreek;2020-07-03;0
VR14;Gooi en Vechtstreek;2020-07-04;0
VR14;Gooi en Vechtstreek;2020-07-05;0
VR14;Gooi en Vechtstreek;2020-07-06;0
VR14;Gooi en Vechtstreek;2020-07-07;0
VR14;Gooi en Vechtstreek;2020-07-08;0
VR14;Gooi en Vechtstreek;2020-07-09;0
VR14;Gooi en Vechtstreek;2020-07-10;0
VR14;Gooi en Vechtstreek;2020-07-11;0
VR14;Gooi en Vechtstreek;2020-07-12;0
VR14;Gooi en Vechtstreek;2020-07-13;0
VR14;Gooi en Vechtstreek;2020-07-14;0
VR14;Gooi en Vechtstreek;2020-07-15;0
VR14;Gooi en Vechtstreek;2020-07-16;0
VR14;Gooi en Vechtstreek;2020-07-17;0
VR14;Gooi en Vechtstreek;2020-07-18;0
VR14;Gooi en Vechtstreek;2020-07-19;0
VR14;Gooi en Vechtstreek;2020-07-20;0
VR14;Gooi en Vechtstreek;2020-07-21;0
VR14;Gooi en Vechtstreek;2020-07-22;0
VR14;Gooi en Vechtstreek;2020-07-23;0
VR14;Gooi en Vechtstreek;2020-07-24;0
VR14;Gooi en Vechtstreek;2020-07-25;0
VR14;Gooi en Vechtstreek;2020-07-26;0
VR14;Gooi en Vechtstreek;2020-07-27;0
VR14;Gooi en Vechtstreek;2020-07-28;0
VR14;Gooi en Vechtstreek;2020-07-29;0
VR14;Gooi en Vechtstreek;2020-07-30;0
VR14;Gooi en Vechtstreek;2020-07-31;0
VR14;Gooi en Vechtstreek;2020-08-01;0
VR14;Gooi en Vechtstreek;2020-08-02;0
VR14;Gooi en Vechtstreek;2020-08-03;0
VR14;Gooi en Vechtstreek;2020-08-04;1
VR14;Gooi en Vechtstreek;2020-08-05;0
VR14;Gooi en Vechtstreek;2020-08-06;0
VR14;Gooi en Vechtstreek;2020-08-07;0
VR14;Gooi en Vechtstreek;2020-08-08;0
VR14;Gooi en Vechtstreek;2020-08-09;0
VR14;Gooi en Vechtstreek;2020-08-10;0
VR14;Gooi en Vechtstreek;2020-08-11;0
VR14;Gooi en Vechtstreek;2020-08-12;0
VR14;Gooi en Vechtstreek;2020-08-13;0
VR14;Gooi en Vechtstreek;2020-08-14;0
VR14;Gooi en Vechtstreek;2020-08-15;0
VR14;Gooi en Vechtstreek;2020-08-16;0
VR14;Gooi en Vechtstreek;2020-08-17;1
VR14;Gooi en Vechtstreek;2020-08-18;0
VR14;Gooi en Vechtstreek;2020-08-19;0
VR14;Gooi en Vechtstreek;2020-08-20;0
VR14;Gooi en Vechtstreek;2020-08-21;0
VR14;Gooi en Vechtstreek;2020-08-22;0
VR14;Gooi en Vechtstreek;2020-08-23;4
VR14;Gooi en Vechtstreek;2020-08-24;1
VR14;Gooi en Vechtstreek;2020-08-25;0
VR14;Gooi en Vechtstreek;2020-08-26;0
VR14;Gooi en Vechtstreek;2020-08-27;2
VR14;Gooi en Vechtstreek;2020-08-28;2
VR14;Gooi en Vechtstreek;2020-08-29;0
VR14;Gooi en Vechtstreek;2020-08-30;0
VR14;Gooi en Vechtstreek;2020-08-31;1
VR14;Gooi en Vechtstreek;2020-09-01;0
VR14;Gooi en Vechtstreek;2020-09-02;0
VR14;Gooi en Vechtstreek;2020-09-03;0
VR14;Gooi en Vechtstreek;2020-09-04;0
VR14;Gooi en Vechtstreek;2020-09-05;2
VR14;Gooi en Vechtstreek;2020-09-06;0
VR14;Gooi en Vechtstreek;2020-09-07;0
VR14;Gooi en Vechtstreek;2020-09-08;0
VR14;Gooi en Vechtstreek;2020-09-09;1
VR14;Gooi en Vechtstreek;2020-09-10;7
VR14;Gooi en Vechtstreek;2020-09-11;0
VR14;Gooi en Vechtstreek;2020-09-12;1
VR14;Gooi en Vechtstreek;2020-09-13;0
VR14;Gooi en Vechtstreek;2020-09-14;0
VR14;Gooi en Vechtstreek;2020-09-15;5
VR14;Gooi en Vechtstreek;2020-09-16;0
VR14;Gooi en Vechtstreek;2020-09-17;0
VR14;Gooi en Vechtstreek;2020-09-18;2
VR14;Gooi en Vechtstreek;2020-09-19;1
VR14;Gooi en Vechtstreek;2020-09-20;0
VR14;Gooi en Vechtstreek;2020-09-21;0
VR14;Gooi en Vechtstreek;2020-09-22;0
VR14;Gooi en Vechtstreek;2020-09-23;0
VR14;Gooi en Vechtstreek;2020-09-24;0
VR14;Gooi en Vechtstreek;2020-09-25;1
VR14;Gooi en Vechtstreek;2020-09-26;0
VR14;Gooi en Vechtstreek;2020-09-27;0
VR14;Gooi en Vechtstreek;2020-09-28;0
VR14;Gooi en Vechtstreek;2020-09-29;0
VR14;Gooi en Vechtstreek;2020-09-30;1
VR14;Gooi en Vechtstreek;2020-10-01;0
VR14;Gooi en Vechtstreek;2020-10-02;0
VR14;Gooi en Vechtstreek;2020-10-03;0
VR14;Gooi en Vechtstreek;2020-10-04;0
VR14;Gooi en Vechtstreek;2020-10-05;3
VR14;Gooi en Vechtstreek;2020-10-06;1
VR14;Gooi en Vechtstreek;2020-10-07;1
VR14;Gooi en Vechtstreek;2020-10-08;1
VR14;Gooi en Vechtstreek;2020-10-09;1
VR14;Gooi en Vechtstreek;2020-10-10;3
VR14;Gooi en Vechtstreek;2020-10-11;0
VR14;Gooi en Vechtstreek;2020-10-12;1
VR14;Gooi en Vechtstreek;2020-10-13;1
VR14;Gooi en Vechtstreek;2020-10-14;0
VR15;Haaglanden;2020-02-27;0
VR15;Haaglanden;2020-02-28;0
VR15;Haaglanden;2020-02-29;0
VR15;Haaglanden;2020-03-01;0
VR15;Haaglanden;2020-03-02;0
VR15;Haaglanden;2020-03-03;0
VR15;Haaglanden;2020-03-04;0
VR15;Haaglanden;2020-03-05;0
VR15;Haaglanden;2020-03-06;0
VR15;Haaglanden;2020-03-07;0
VR15;Haaglanden;2020-03-08;0
VR15;Haaglanden;2020-03-09;0
VR15;Haaglanden;2020-03-10;0
VR15;Haaglanden;2020-03-11;0
VR15;Haaglanden;2020-03-12;0
VR15;Haaglanden;2020-03-13;0
VR15;Haaglanden;2020-03-14;0
VR15;Haaglanden;2020-03-15;0
VR15;Haaglanden;2020-03-16;0
VR15;Haaglanden;2020-03-17;0
VR15;Haaglanden;2020-03-18;0
VR15;Haaglanden;2020-03-19;0
VR15;Haaglanden;2020-03-20;2
VR15;Haaglanden;2020-03-21;3
VR15;Haaglanden;2020-03-22;1
VR15;Haaglanden;2020-03-23;0
VR15;Haaglanden;2020-03-24;4
VR15;Haaglanden;2020-03-25;3
VR15;Haaglanden;2020-03-26;3
VR15;Haaglanden;2020-03-27;5
VR15;Haaglanden;2020-03-28;8
VR15;Haaglanden;2020-03-29;6
VR15;Haaglanden;2020-03-30;2
VR15;Haaglanden;2020-03-31;8
VR15;Haaglanden;2020-04-01;15
VR15;Haaglanden;2020-04-02;18
VR15;Haaglanden;2020-04-03;26
VR15;Haaglanden;2020-04-04;13
VR15;Haaglanden;2020-04-05;11
VR15;Haaglanden;2020-04-06;18
VR15;Haaglanden;2020-04-07;10
VR15;Haaglanden;2020-04-08;16
VR15;Haaglanden;2020-04-09;17
VR15;Haaglanden;2020-04-10;12
VR15;Haaglanden;2020-04-11;6
VR15;Haaglanden;2020-04-12;13
VR15;Haaglanden;2020-04-13;8
VR15;Haaglanden;2020-04-14;10
VR15;Haaglanden;2020-04-15;17
VR15;Haaglanden;2020-04-16;10
VR15;Haaglanden;2020-04-17;37
VR15;Haaglanden;2020-04-18;10
VR15;Haaglanden;2020-04-19;15
VR15;Haaglanden;2020-04-20;9
VR15;Haaglanden;2020-04-21;15
VR15;Haaglanden;2020-04-22;21
VR15;Haaglanden;2020-04-23;14
VR15;Haaglanden;2020-04-24;15
VR15;Haaglanden;2020-04-25;7
VR15;Haaglanden;2020-04-26;11
VR15;Haaglanden;2020-04-27;0
VR15;Haaglanden;2020-04-28;4
VR15;Haaglanden;2020-04-29;3
VR15;Haaglanden;2020-04-30;17
VR15;Haaglanden;2020-05-01;8
VR15;Haaglanden;2020-05-02;4
VR15;Haaglanden;2020-05-03;5
VR15;Haaglanden;2020-05-04;4
VR15;Haaglanden;2020-05-05;2
VR15;Haaglanden;2020-05-06;7
VR15;Haaglanden;2020-05-07;3
VR15;Haaglanden;2020-05-08;2
VR15;Haaglanden;2020-05-09;8
VR15;Haaglanden;2020-05-10;9
VR15;Haaglanden;2020-05-11;7
VR15;Haaglanden;2020-05-12;2
VR15;Haaglanden;2020-05-13;5
VR15;Haaglanden;2020-05-14;5
VR15;Haaglanden;2020-05-15;3
VR15;Haaglanden;2020-05-16;0
VR15;Haaglanden;2020-05-17;3
VR15;Haaglanden;2020-05-18;4
VR15;Haaglanden;2020-05-19;5
VR15;Haaglanden;2020-05-20;7
VR15;Haaglanden;2020-05-21;1
VR15;Haaglanden;2020-05-22;13
VR15;Haaglanden;2020-05-23;1
VR15;Haaglanden;2020-05-24;1
VR15;Haaglanden;2020-05-25;0
VR15;Haaglanden;2020-05-26;0
VR15;Haaglanden;2020-05-27;0
VR15;Haaglanden;2020-05-28;0
VR15;Haaglanden;2020-05-29;0
VR15;Haaglanden;2020-05-30;2
VR15;Haaglanden;2020-05-31;0
VR15;Haaglanden;2020-06-01;1
VR15;Haaglanden;2020-06-02;0
VR15;Haaglanden;2020-06-03;0
VR15;Haaglanden;2020-06-04;1
VR15;Haaglanden;2020-06-05;2
VR15;Haaglanden;2020-06-06;1
VR15;Haaglanden;2020-06-07;0
VR15;Haaglanden;2020-06-08;3
VR15;Haaglanden;2020-06-09;0
VR15;Haaglanden;2020-06-10;3
VR15;Haaglanden;2020-06-11;6
VR15;Haaglanden;2020-06-12;4
VR15;Haaglanden;2020-06-13;0
VR15;Haaglanden;2020-06-14;3
VR15;Haaglanden;2020-06-15;4
VR15;Haaglanden;2020-06-16;0
VR15;Haaglanden;2020-06-17;2
VR15;Haaglanden;2020-06-18;1
VR15;Haaglanden;2020-06-19;4
VR15;Haaglanden;2020-06-20;1
VR15;Haaglanden;2020-06-21;0
VR15;Haaglanden;2020-06-22;0
VR15;Haaglanden;2020-06-23;1
VR15;Haaglanden;2020-06-24;1
VR15;Haaglanden;2020-06-25;0
VR15;Haaglanden;2020-06-26;0
VR15;Haaglanden;2020-06-27;3
VR15;Haaglanden;2020-06-28;1
VR15;Haaglanden;2020-06-29;5
VR15;Haaglanden;2020-06-30;0
VR15;Haaglanden;2020-07-01;0
VR15;Haaglanden;2020-07-02;0
VR15;Haaglanden;2020-07-03;0
VR15;Haaglanden;2020-07-04;0
VR15;Haaglanden;2020-07-05;0
VR15;Haaglanden;2020-07-06;0
VR15;Haaglanden;2020-07-07;0
VR15;Haaglanden;2020-07-08;0
VR15;Haaglanden;2020-07-09;0
VR15;Haaglanden;2020-07-10;0
VR15;Haaglanden;2020-07-11;0
VR15;Haaglanden;2020-07-12;0
VR15;Haaglanden;2020-07-13;0
VR15;Haaglanden;2020-07-14;4
VR15;Haaglanden;2020-07-15;1
VR15;Haaglanden;2020-07-16;1
VR15;Haaglanden;2020-07-17;2
VR15;Haaglanden;2020-07-18;0
VR15;Haaglanden;2020-07-19;1
VR15;Haaglanden;2020-07-20;0
VR15;Haaglanden;2020-07-21;1
VR15;Haaglanden;2020-07-22;0
VR15;Haaglanden;2020-07-23;1
VR15;Haaglanden;2020-07-24;4
VR15;Haaglanden;2020-07-25;0
VR15;Haaglanden;2020-07-26;1
VR15;Haaglanden;2020-07-27;0
VR15;Haaglanden;2020-07-28;0
VR15;Haaglanden;2020-07-29;0
VR15;Haaglanden;2020-07-30;0
VR15;Haaglanden;2020-07-31;1
VR15;Haaglanden;2020-08-01;0
VR15;Haaglanden;2020-08-02;0
VR15;Haaglanden;2020-08-03;1
VR15;Haaglanden;2020-08-04;1
VR15;Haaglanden;2020-08-05;4
VR15;Haaglanden;2020-08-06;0
VR15;Haaglanden;2020-08-07;2
VR15;Haaglanden;2020-08-08;0
VR15;Haaglanden;2020-08-09;1
VR15;Haaglanden;2020-08-10;1
VR15;Haaglanden;2020-08-11;3
VR15;Haaglanden;2020-08-12;1
VR15;Haaglanden;2020-08-13;6
VR15;Haaglanden;2020-08-14;3
VR15;Haaglanden;2020-08-15;1
VR15;Haaglanden;2020-08-16;1
VR15;Haaglanden;2020-08-17;2
VR15;Haaglanden;2020-08-18;2
VR15;Haaglanden;2020-08-19;7
VR15;Haaglanden;2020-08-20;1
VR15;Haaglanden;2020-08-21;1
VR15;Haaglanden;2020-08-22;1
VR15;Haaglanden;2020-08-23;1
VR15;Haaglanden;2020-08-24;1
VR15;Haaglanden;2020-08-25;2
VR15;Haaglanden;2020-08-26;1
VR15;Haaglanden;2020-08-27;3
VR15;Haaglanden;2020-08-28;3
VR15;Haaglanden;2020-08-29;0
VR15;Haaglanden;2020-08-30;1
VR15;Haaglanden;2020-08-31;2
VR15;Haaglanden;2020-09-01;0
VR15;Haaglanden;2020-09-02;3
VR15;Haaglanden;2020-09-03;0
VR15;Haaglanden;2020-09-04;2
VR15;Haaglanden;2020-09-05;2
VR15;Haaglanden;2020-09-06;0
VR15;Haaglanden;2020-09-07;3
VR15;Haaglanden;2020-09-08;5
VR15;Haaglanden;2020-09-09;3
VR15;Haaglanden;2020-09-10;3
VR15;Haaglanden;2020-09-11;8
VR15;Haaglanden;2020-09-12;0
VR15;Haaglanden;2020-09-13;8
VR15;Haaglanden;2020-09-14;11
VR15;Haaglanden;2020-09-15;10
VR15;Haaglanden;2020-09-16;9
VR15;Haaglanden;2020-09-17;6
VR15;Haaglanden;2020-09-18;17
VR15;Haaglanden;2020-09-19;5
VR15;Haaglanden;2020-09-20;3
VR15;Haaglanden;2020-09-21;0
VR15;Haaglanden;2020-09-22;10
VR15;Haaglanden;2020-09-23;2
VR15;Haaglanden;2020-09-24;14
VR15;Haaglanden;2020-09-25;5
VR15;Haaglanden;2020-09-26;11
VR15;Haaglanden;2020-09-27;5
VR15;Haaglanden;2020-09-28;5
VR15;Haaglanden;2020-09-29;7
VR15;Haaglanden;2020-09-30;14
VR15;Haaglanden;2020-10-01;18
VR15;Haaglanden;2020-10-02;15
VR15;Haaglanden;2020-10-03;8
VR15;Haaglanden;2020-10-04;4
VR15;Haaglanden;2020-10-05;6
VR15;Haaglanden;2020-10-06;25
VR15;Haaglanden;2020-10-07;20
VR15;Haaglanden;2020-10-08;33
VR15;Haaglanden;2020-10-09;20
VR15;Haaglanden;2020-10-10;18
VR15;Haaglanden;2020-10-11;5
VR15;Haaglanden;2020-10-12;7
VR15;Haaglanden;2020-10-13;5
VR15;Haaglanden;2020-10-14;1
VR16;Hollands-Midden;2020-02-27;0
VR16;Hollands-Midden;2020-02-28;0
VR16;Hollands-Midden;2020-02-29;0
VR16;Hollands-Midden;2020-03-01;0
VR16;Hollands-Midden;2020-03-02;0
VR16;Hollands-Midden;2020-03-03;0
VR16;Hollands-Midden;2020-03-04;0
VR16;Hollands-Midden;2020-03-05;0
VR16;Hollands-Midden;2020-03-06;0
VR16;Hollands-Midden;2020-03-07;0
VR16;Hollands-Midden;2020-03-08;0
VR16;Hollands-Midden;2020-03-09;0
VR16;Hollands-Midden;2020-03-10;0
VR16;Hollands-Midden;2020-03-11;0
VR16;Hollands-Midden;2020-03-12;0
VR16;Hollands-Midden;2020-03-13;0
VR16;Hollands-Midden;2020-03-14;1
VR16;Hollands-Midden;2020-03-15;0
VR16;Hollands-Midden;2020-03-16;1
VR16;Hollands-Midden;2020-03-17;0
VR16;Hollands-Midden;2020-03-18;1
VR16;Hollands-Midden;2020-03-19;0
VR16;Hollands-Midden;2020-03-20;0
VR16;Hollands-Midden;2020-03-21;3
VR16;Hollands-Midden;2020-03-22;0
VR16;Hollands-Midden;2020-03-23;0
VR16;Hollands-Midden;2020-03-24;3
VR16;Hollands-Midden;2020-03-25;6
VR16;Hollands-Midden;2020-03-26;8
VR16;Hollands-Midden;2020-03-27;10
VR16;Hollands-Midden;2020-03-28;6
VR16;Hollands-Midden;2020-03-29;2
VR16;Hollands-Midden;2020-03-30;0
VR16;Hollands-Midden;2020-03-31;14
VR16;Hollands-Midden;2020-04-01;4
VR16;Hollands-Midden;2020-04-02;4
VR16;Hollands-Midden;2020-04-03;2
VR16;Hollands-Midden;2020-04-04;8
VR16;Hollands-Midden;2020-04-05;3
VR16;Hollands-Midden;2020-04-06;5
VR16;Hollands-Midden;2020-04-07;9
VR16;Hollands-Midden;2020-04-08;6
VR16;Hollands-Midden;2020-04-09;9
VR16;Hollands-Midden;2020-04-10;9
VR16;Hollands-Midden;2020-04-11;8
VR16;Hollands-Midden;2020-04-12;7
VR16;Hollands-Midden;2020-04-13;5
VR16;Hollands-Midden;2020-04-14;9
VR16;Hollands-Midden;2020-04-15;9
VR16;Hollands-Midden;2020-04-16;15
VR16;Hollands-Midden;2020-04-17;13
VR16;Hollands-Midden;2020-04-18;6
VR16;Hollands-Midden;2020-04-19;1
VR16;Hollands-Midden;2020-04-20;19
VR16;Hollands-Midden;2020-04-21;12
VR16;Hollands-Midden;2020-04-22;8
VR16;Hollands-Midden;2020-04-23;4
VR16;Hollands-Midden;2020-04-24;5
VR16;Hollands-Midden;2020-04-25;2
VR16;Hollands-Midden;2020-04-26;2
VR16;Hollands-Midden;2020-04-27;1
VR16;Hollands-Midden;2020-04-28;6
VR16;Hollands-Midden;2020-04-29;3
VR16;Hollands-Midden;2020-04-30;0
VR16;Hollands-Midden;2020-05-01;4
VR16;Hollands-Midden;2020-05-02;2
VR16;Hollands-Midden;2020-05-03;2
VR16;Hollands-Midden;2020-05-04;2
VR16;Hollands-Midden;2020-05-05;2
VR16;Hollands-Midden;2020-05-06;3
VR16;Hollands-Midden;2020-05-07;0
VR16;Hollands-Midden;2020-05-08;8
VR16;Hollands-Midden;2020-05-09;1
VR16;Hollands-Midden;2020-05-10;0
VR16;Hollands-Midden;2020-05-11;2
VR16;Hollands-Midden;2020-05-12;8
VR16;Hollands-Midden;2020-05-13;0
VR16;Hollands-Midden;2020-05-14;1
VR16;Hollands-Midden;2020-05-15;7
VR16;Hollands-Midden;2020-05-16;3
VR16;Hollands-Midden;2020-05-17;1
VR16;Hollands-Midden;2020-05-18;0
VR16;Hollands-Midden;2020-05-19;3
VR16;Hollands-Midden;2020-05-20;0
VR16;Hollands-Midden;2020-05-21;0
VR16;Hollands-Midden;2020-05-22;3
VR16;Hollands-Midden;2020-05-23;1
VR16;Hollands-Midden;2020-05-24;0
VR16;Hollands-Midden;2020-05-25;3
VR16;Hollands-Midden;2020-05-26;0
VR16;Hollands-Midden;2020-05-27;0
VR16;Hollands-Midden;2020-05-28;2
VR16;Hollands-Midden;2020-05-29;1
VR16;Hollands-Midden;2020-05-30;0
VR16;Hollands-Midden;2020-05-31;0
VR16;Hollands-Midden;2020-06-01;0
VR16;Hollands-Midden;2020-06-02;2
VR16;Hollands-Midden;2020-06-03;0
VR16;Hollands-Midden;2020-06-04;0
VR16;Hollands-Midden;2020-06-05;1
VR16;Hollands-Midden;2020-06-06;0
VR16;Hollands-Midden;2020-06-07;0
VR16;Hollands-Midden;2020-06-08;1
VR16;Hollands-Midden;2020-06-09;0
VR16;Hollands-Midden;2020-06-10;1
VR16;Hollands-Midden;2020-06-11;0
VR16;Hollands-Midden;2020-06-12;0
VR16;Hollands-Midden;2020-06-13;0
VR16;Hollands-Midden;2020-06-14;0
VR16;Hollands-Midden;2020-06-15;0
VR16;Hollands-Midden;2020-06-16;0
VR16;Hollands-Midden;2020-06-17;0
VR16;Hollands-Midden;2020-06-18;0
VR16;Hollands-Midden;2020-06-19;0
VR16;Hollands-Midden;2020-06-20;0
VR16;Hollands-Midden;2020-06-21;0
VR16;Hollands-Midden;2020-06-22;0
VR16;Hollands-Midden;2020-06-23;0
VR16;Hollands-Midden;2020-06-24;0
VR16;Hollands-Midden;2020-06-25;0
VR16;Hollands-Midden;2020-06-26;0
VR16;Hollands-Midden;2020-06-27;0
VR16;Hollands-Midden;2020-06-28;0
VR16;Hollands-Midden;2020-06-29;0
VR16;Hollands-Midden;2020-06-30;0
VR16;Hollands-Midden;2020-07-01;0
VR16;Hollands-Midden;2020-07-02;0
VR16;Hollands-Midden;2020-07-03;0
VR16;Hollands-Midden;2020-07-04;0
VR16;Hollands-Midden;2020-07-05;0
VR16;Hollands-Midden;2020-07-06;0
VR16;Hollands-Midden;2020-07-07;0
VR16;Hollands-Midden;2020-07-08;1
VR16;Hollands-Midden;2020-07-09;0
VR16;Hollands-Midden;2020-07-10;0
VR16;Hollands-Midden;2020-07-11;0
VR16;Hollands-Midden;2020-07-12;0
VR16;Hollands-Midden;2020-07-13;0
VR16;Hollands-Midden;2020-07-14;0
VR16;Hollands-Midden;2020-07-15;0
VR16;Hollands-Midden;2020-07-16;0
VR16;Hollands-Midden;2020-07-17;0
VR16;Hollands-Midden;2020-07-18;0
VR16;Hollands-Midden;2020-07-19;0
VR16;Hollands-Midden;2020-07-20;0
VR16;Hollands-Midden;2020-07-21;1
VR16;Hollands-Midden;2020-07-22;1
VR16;Hollands-Midden;2020-07-23;0
VR16;Hollands-Midden;2020-07-24;0
VR16;Hollands-Midden;2020-07-25;0
VR16;Hollands-Midden;2020-07-26;0
VR16;Hollands-Midden;2020-07-27;0
VR16;Hollands-Midden;2020-07-28;0
VR16;Hollands-Midden;2020-07-29;0
VR16;Hollands-Midden;2020-07-30;2
VR16;Hollands-Midden;2020-07-31;0
VR16;Hollands-Midden;2020-08-01;0
VR16;Hollands-Midden;2020-08-02;0
VR16;Hollands-Midden;2020-08-03;2
VR16;Hollands-Midden;2020-08-04;0
VR16;Hollands-Midden;2020-08-05;0
VR16;Hollands-Midden;2020-08-06;0
VR16;Hollands-Midden;2020-08-07;0
VR16;Hollands-Midden;2020-08-08;0
VR16;Hollands-Midden;2020-08-09;0
VR16;Hollands-Midden;2020-08-10;2
VR16;Hollands-Midden;2020-08-11;0
VR16;Hollands-Midden;2020-08-12;1
VR16;Hollands-Midden;2020-08-13;6
VR16;Hollands-Midden;2020-08-14;2
VR16;Hollands-Midden;2020-08-15;1
VR16;Hollands-Midden;2020-08-16;1
VR16;Hollands-Midden;2020-08-17;0
VR16;Hollands-Midden;2020-08-18;1
VR16;Hollands-Midden;2020-08-19;0
VR16;Hollands-Midden;2020-08-20;1
VR16;Hollands-Midden;2020-08-21;1
VR16;Hollands-Midden;2020-08-22;1
VR16;Hollands-Midden;2020-08-23;1
VR16;Hollands-Midden;2020-08-24;1
VR16;Hollands-Midden;2020-08-25;0
VR16;Hollands-Midden;2020-08-26;0
VR16;Hollands-Midden;2020-08-27;0
VR16;Hollands-Midden;2020-08-28;0
VR16;Hollands-Midden;2020-08-29;0
VR16;Hollands-Midden;2020-08-30;1
VR16;Hollands-Midden;2020-08-31;0
VR16;Hollands-Midden;2020-09-01;0
VR16;Hollands-Midden;2020-09-02;1
VR16;Hollands-Midden;2020-09-03;2
VR16;Hollands-Midden;2020-09-04;1
VR16;Hollands-Midden;2020-09-05;2
VR16;Hollands-Midden;2020-09-06;1
VR16;Hollands-Midden;2020-09-07;0
VR16;Hollands-Midden;2020-09-08;0
VR16;Hollands-Midden;2020-09-09;0
VR16;Hollands-Midden;2020-09-10;0
VR16;Hollands-Midden;2020-09-11;0
VR16;Hollands-Midden;2020-09-12;0
VR16;Hollands-Midden;2020-09-13;1
VR16;Hollands-Midden;2020-09-14;1
VR16;Hollands-Midden;2020-09-15;17
VR16;Hollands-Midden;2020-09-16;8
VR16;Hollands-Midden;2020-09-17;2
VR16;Hollands-Midden;2020-09-18;3
VR16;Hollands-Midden;2020-09-19;1
VR16;Hollands-Midden;2020-09-20;1
VR16;Hollands-Midden;2020-09-21;0
VR16;Hollands-Midden;2020-09-22;5
VR16;Hollands-Midden;2020-09-23;4
VR16;Hollands-Midden;2020-09-24;3
VR16;Hollands-Midden;2020-09-25;3
VR16;Hollands-Midden;2020-09-26;5
VR16;Hollands-Midden;2020-09-27;1
VR16;Hollands-Midden;2020-09-28;0
VR16;Hollands-Midden;2020-09-29;0
VR16;Hollands-Midden;2020-09-30;3
VR16;Hollands-Midden;2020-10-01;4
VR16;Hollands-Midden;2020-10-02;2
VR16;Hollands-Midden;2020-10-03;0
VR16;Hollands-Midden;2020-10-04;5
VR16;Hollands-Midden;2020-10-05;2
VR16;Hollands-Midden;2020-10-06;3
VR16;Hollands-Midden;2020-10-07;12
VR16;Hollands-Midden;2020-10-08;3
VR16;Hollands-Midden;2020-10-09;2
VR16;Hollands-Midden;2020-10-10;3
VR16;Hollands-Midden;2020-10-11;0
VR16;Hollands-Midden;2020-10-12;2
VR16;Hollands-Midden;2020-10-13;5
VR16;Hollands-Midden;2020-10-14;0
VR17;Rotterdam-Rijnmond;2020-02-27;0
VR17;Rotterdam-Rijnmond;2020-02-28;0
VR17;Rotterdam-Rijnmond;2020-02-29;0
VR17;Rotterdam-Rijnmond;2020-03-01;0
VR17;Rotterdam-Rijnmond;2020-03-02;0
VR17;Rotterdam-Rijnmond;2020-03-03;0
VR17;Rotterdam-Rijnmond;2020-03-04;0
VR17;Rotterdam-Rijnmond;2020-03-05;0
VR17;Rotterdam-Rijnmond;2020-03-06;0
VR17;Rotterdam-Rijnmond;2020-03-07;0
VR17;Rotterdam-Rijnmond;2020-03-08;0
VR17;Rotterdam-Rijnmond;2020-03-09;0
